,x,y,sigma_x_spr,sigma_y_spr,sigma_xy_spr
0,2.0,0.0,-0.00017262562329,0.00576334885847,2.425038118e-05
1,5.6,0.0,0.14466561685922,-0.12537718698438,9.811599815e-05
2,9.2,0.0,-9.52996493258098,-7.16131073575364,-1.675271986e-05
3,12.8,0.0,7.83968487067667,0.8911167197644,2.177728918e-05
4,16.4,0.0,2.1786398034031,-0.1842352159692,6.70862889e-06
5,20.0,0.0,2.84097728357207,-16.94505909543811,0.39012908879184
6,1.97537668119028,0.31286893008046,-7.08535584e-05,0.00264184177938,-0.00046285878561
7,5.58030134495222,0.65029514406437,-91.35409420909552,89.1067496457029,-45.13548807936193
8,9.18522600871416,0.98772135804828,-251.4624224875103,42.98765029194544,5.98991242980998
9,12.79015067247611,1.32514757203218,13.15751989692448,4.91176746236157,11.74791372334594
10,16.39507533623806,1.66257378601609,5.93335734243764,0.49022126617743,2.62117847967541
11,20.0,2.0,1.33330907903092,-5.33357042412185,-3.874143524e-05
12,1.90211303259031,0.61803398874989,0.00092852778657,0.00556273258932,-0.00172957250515
13,5.52169042607225,1.29442719099992,-3946.7546059036135,3876.7292985532135,1945.4027172536723
14,9.14126781955418,1.97082039324994,-10292.325573610808,9076.508766644827,-500.3461510379544
15,12.76084521303612,2.64721359549996,24.12063550541969,19.92628969323834,-12.66179125938163
16,16.38042260651806,3.32360679774998,5.35919787300766,2.91498648333225,4.39564828206097
17,20.0,4.0,1.33483971445997,-5.03734621708258,0.00010873738699
18,1.78201304837674,0.90798099947909,0.0095363675242,0.01775161806589,-0.01177206082169
19,5.42561043870139,1.92638479958327,-117256.40266705518,100768.96309546262,204459.9397437064
20,9.06920782902604,2.94478859968746,-195794.93171355524,299969.1174014845,-478640.4122792356
21,12.7128052193507,3.96319239979164,-3329.950346558227,2549.497546836564,-776.9034667456617
22,16.35640260967534,4.98159619989582,6.66203587083083,5.87767198797335,6.43985776578455
23,20.0,6.0,1.32583986683846,-4.90969771352976,-0.0029681953873
24,1.6180339887499,1.17557050458495,0.12801818293986,-0.30257465430861,-0.23282715108829
25,5.29442719099992,2.54045640366796,-5205777.27836477,2390092.352882129,12340699.870770577
26,8.97082039324994,3.90534230275097,19099489.472614717,-19866238.492640804,-14382876.153419528
27,12.64721359549996,5.27022820183398,807866.6668683109,-946872.3022591184,921287.835855738
28,16.32360679774998,6.63511410091699,11.95963006547849,-107.11320626904788,-202.8155097791808
29,20.0,8.0,1.29045480387322,-4.93609448934536,-0.02122028059572
30,1.4142135623731,1.4142135623731,-671.7682975740704,-329.21940939616525,-669.9434931179657
31,5.13137084989848,3.13137084989848,-133648354.84787855,124242156.39583161,-897185798.727378
32,8.84852813742386,4.84852813742386,580051068.2039063,2754095985.197092,4134903151.066893
33,12.56568542494924,6.56568542494924,2981420329.6746187,-1845759696.7172115,-8078427891.630183
34,16.28284271247462,8.28284271247462,265080387.77005365,-224564464.5936258,137842326.52091196
35,20.0,10.0,22.42596658873951,7.51311301779852,13.33015865214944
36,1.17557050458495,1.6180339887499,946.602067848115,-519.505845666379,311.4283210745359
37,4.54045640366796,2.89442719099992,1420529842.6514463,-1354408732.1746294,-511284816.3237024
38,7.90534230275097,4.17082039324994,-245164023.94043317,-398855274.98784614,72416369.15995291
39,11.27022820183398,5.44721359549996,7797522.265137707,-29875942.167436194,25536959.00747736
40,14.63511410091699,6.72360679774998,1703046.181474674,-1405876.1510764705,2706889.7665276364
41,18.0,8.0,-19.76385588314224,-3.54905990720848,-14.31995004346474
42,0.90798099947909,1.78201304837674,-364.2395094011181,82.81844735550479,113.90821879942324
43,3.92638479958328,2.62561043870139,-200228713.02293226,-113063442.0954004,-3476580.8973406167
44,6.94478859968746,3.46920782902604,37366051.54934149,-112036811.7016893,58916810.75468499
45,9.96319239979164,4.31280521935069,95154.50179155245,4325747.665989764,-14168336.52154496
46,12.98159619989582,5.15640260967535,-160260.4659068273,139944.3904279707,305629.55694418517
47,16.0,6.0,-7.65624676527322,-9.83238372016596,-8.44030568325479
48,0.61803398874989,1.90211303259031,-23.58991804798214,5.65010153704901,1.30926170235707
49,3.29442719099992,2.32169042607225,36260898.92420886,-16416331.690795828,-127265991.08398418
50,5.97082039324994,2.74126781955418,13916328.770193335,-18079642.708781775,2425596.556458551
51,8.64721359549996,3.16084521303612,-2149534.5626118034,2135556.681656616,1207845.2065561682
52,11.32360679774998,3.58042260651806,-9798.845767328894,6442.808039248288,33628.96840363138
53,14.0,4.0,19.83124658619257,21.35359596599907,20.31218697046536
54,0.31286893008046,1.97537668119028,-0.95104336515435,0.01896301377598,0.09081374450862
55,2.65029514406437,1.98030134495222,3866965.799463232,-3439060.0894036638,-200224.36337828753
56,4.98772135804828,1.98522600871417,97044.01375885306,-33245.09839315212,-285082.9578928555
57,7.32514757203218,1.99015067247611,73666.8706991758,-91504.78470830314,10293.165573875607
58,9.66257378601609,1.99507533623806,3555.8542812989845,-2664.7991901191413,-6926.36324139115
59,12.0,2.0,-1.28389922961454,-1.6770046205354,-1.42463378390622
60,0.0,2.0,-0.20431642868971,0.00211119901725,-0.02817224650424
61,2.0,1.6,90.09956472219532,-77.45043418422802,229.82198263662403
62,4.0,1.2,-17.56397357875392,12.09017679030598,-52.65155602034107
63,6.0,0.8,-23.86335076551082,24.1182700108187,-116.73002798058792
64,8.0,0.4,13.54739056099182,-11.68247683574054,57.76592416727811
65,10.0,0.0,-27.92728578153572,-9.83353769285941,-25.93519431737598
