,x,y,sigma_x_spr,sigma_y_spr,sigma_xy_spr
0,0.0,0.0,0.02393628969406,0.01370604179493,0.01953070967407
1,0.33566433566434,0.30769230769231,0.01467013273374,0.0116785742283,0.01303323794095
2,0.67132867132867,0.61538461538462,0.01091197795829,0.00876970250598,0.00982569753067
3,1.00699300699301,0.92307692307692,0.0117381865874,0.00968509429559,0.01065085732311
4,1.34265734265734,1.23076923076923,0.01239639389876,0.01026115656364,0.0112901417994
5,1.67832167832168,1.53846153846154,0.01293575836557,0.01078617861532,0.01180803710266
6,2.01398601398601,1.84615384615385,0.01340047999401,0.01119147556446,0.012251231945
7,2.34965034965035,2.15384615384615,0.01380928810523,0.01156716698805,0.01263740170988
8,2.68531468531469,2.46153846153846,0.01416457960663,0.01190189734613,0.01298177764076
9,3.02097902097902,2.76923076923077,0.01451987110804,0.01223662770421,0.01332615357164
10,3.35664335664336,3.07692307692308,0.01486092090306,0.01248300925756,0.01362229084536
11,3.69230769230769,3.38461538461538,0.01518324836311,0.01276310920611,0.01392158789585
12,4.02797202797203,3.69230769230769,0.01550246814894,0.0130349879354,0.01421707842875
13,4.36363636363636,4.0,0.01582220635175,0.01330883750392,0.01451247446615
14,4.6993006993007,4.30769230769231,0.01614625400174,0.01358315231856,0.01481096318636
15,5.03496503496504,4.61538461538462,0.01647686500686,0.0138637343807,0.01511535660377
16,5.37062937062937,4.92307692307692,0.01683334427416,0.01414822726575,0.01543361721362
17,5.70629370629371,5.23076923076923,0.01718982354145,0.0144327201508,0.01575187782346
18,6.04195804195804,5.53846153846154,0.01752704389892,0.01474840011432,0.01607917711956
19,6.37762237762238,5.84615384615385,0.01790034333481,0.01506243451523,0.01642161261177
20,6.71328671328671,6.15384615384615,0.01828646037213,0.01538632389824,0.01677509541393
21,7.04895104895105,6.46153846153846,0.01868568249712,0.01572155054579,0.01714098159526
22,7.38461538461538,6.76923076923077,0.01909816340392,0.01606714026089,0.01751837361249
23,7.72027972027972,7.07692307692308,0.01952387512212,0.01642426171207,0.01790831947936
24,8.05594405594406,7.38461538461538,0.01997305072824,0.01678362164703,0.01831027197119
25,8.39160839160839,7.69230769230769,0.02042222633435,0.01714298158199,0.01871222446302
26,8.72727272727273,8.0,0.02087812606553,0.01755844289791,0.01914740996514
27,9.06293706293706,8.30769230769231,0.02135400466463,0.01795740332348,0.01958306629439
28,9.3986013986014,8.61538461538462,0.02184123399353,0.01836500241554,0.0200286668896
29,9.73426573426574,8.92307692307692,0.02233926621726,0.01878254892282,0.02048454760164
30,10.06993006993007,9.23076923076923,0.02284737483894,0.01920754072985,0.02094927360711
31,10.40559440559441,9.53846153846154,0.02336492325039,0.01964151155296,0.02142298549403
32,10.74125874125874,9.84615384615385,0.02388878806903,0.02007101586981,0.02189762162652
33,11.07692307692308,10.15384615384616,0.02441265288768,0.02050052018666,0.022372257759
34,11.41258741258741,10.46153846153846,0.02496630253247,0.02098203227314,0.02288814822078
35,11.74825174825175,10.76923076923077,0.0255137181311,0.02144126050639,0.02338917371269
36,12.08391608391608,11.07692307692308,0.02606649608841,0.02190352937256,0.02389494326902
37,12.41958041958042,11.38461538461538,0.02662387020702,0.02237124377163,0.02440508481927
38,12.75524475524476,11.69230769230769,0.0271848836168,0.02284039582777,0.02491846689744
39,13.09090909090909,12.0,0.0277487595187,0.0233137095404,0.02543456613896
40,13.42657342657343,12.30769230769231,0.02830038467314,0.02377592439185,0.02593988452
41,13.76223776223776,12.61538461538462,0.02885200982758,0.02423813924329,0.02644520290105
42,14.0979020979021,12.92307692307692,0.02944846549252,0.02473704092843,0.02699032104583
43,14.43356643356643,13.23076923076923,0.03001490354589,0.02521281842661,0.0275087898327
44,14.76923076923077,13.53846153846154,0.03057978406147,0.02568521822792,0.02802596538099
45,15.1048951048951,13.84615384615385,0.03114236929941,0.02615792769078,0.02854092349146
46,15.44055944055944,14.15384615384616,0.0317017345042,0.02662572319637,0.02905314055414
47,15.77622377622378,14.46153846153846,0.03225717536505,0.02709260507175,0.02956157656142
48,16.11188811188811,14.76923076923077,0.03278496547818,0.02754312375839,0.03004966238645
49,16.44755244755245,15.07692307692308,0.03331275559131,0.02799364244504,0.03053774821148
50,16.78321678321678,15.38461538461538,0.03389179209096,0.02846216091573,0.03105853047793
51,17.11888111888112,15.69230769230769,0.03442369893186,0.02890962935677,0.03154546120825
52,17.45454545454546,16.0,0.03494788873847,0.0293480284041,0.03202575054023
53,17.79020979020979,16.30769230769231,0.03546380848271,0.0297822448932,0.03249806506608
54,18.12587412587413,16.61538461538462,0.03597073222296,0.03020620688984,0.03296263644946
55,18.46153846153846,16.92307692307692,0.03646817151636,0.03062507379062,0.03341805095407
56,18.7972027972028,17.23076923076923,0.03692809521353,0.03102429421417,0.03384708965502
57,19.13286713286713,17.53846153846154,0.0373880189107,0.03142351463772,0.03427612835597
58,19.46853146853147,17.84615384615385,0.03789780352011,0.03182366026656,0.03472812347358
59,19.8041958041958,18.15384615384615,0.03835191236303,0.03220645846567,0.03514389974517
60,20.13986013986014,18.46153846153846,0.03879403058536,0.03257620485806,0.03554938508426
61,20.47552447552448,18.76923076923077,0.03922388924258,0.03293878298379,0.03594297062239
