,x,y,sigma_x_dc,sigma_y_dc,sigma_xy_dc
0,2.0,0.0,-199.50570933389395,-106.49040307073082,-706.3834821558073
1,2.21686746987952,0.0,13.70811254134249,42.10233615416413,660.675676366129
2,2.43373493975904,0.0,-12.8646261795062,-39.62228698216566,-620.3125789210264
3,2.65060240963855,0.0,12.12342747659628,37.44374782961956,584.1810274696224
4,2.86746987951807,0.0,-11.43822497829366,-35.48285995308034,-551.629154297658
5,3.08433734939759,0.0,10.84284980510725,33.70762220426274,522.1324150383705
6,3.30120481927711,0.0,-10.26277024609185,-32.09195153787106,-495.2650846915598
7,3.51807228915663,0.0,9.7743777671849,30.61033256607123,470.6747963463261
8,3.73493975903614,0.0,-9.32235841722212,-29.28878775113354,-448.06781244320973
9,3.95180722891566,0.0,8.84860857888144,28.1047284149817,427.20969307888015
10,4.16867469879518,0.0,-8.44077504523672,-26.87557674261654,-407.89163748295493
11,4.3855421686747,0.0,8.21949604195051,25.76429539645948,389.9196463902324
12,4.60240963855422,0.0,-7.67540396426769,-25.10783697045864,-373.17834054576656
13,4.81927710843373,0.0,7.31510168927429,23.95925990720184,357.5444147529923
14,5.03614457831325,0.0,-7.50028358195513,-22.72702306282253,-342.82430951363415
15,5.25301204819277,0.0,6.56939078934768,22.95510330537888,329.0286192289409
16,5.46987951807229,0.0,-6.33750457789294,-21.56133894456911,-316.08912002736963
17,5.68674698795181,0.0,7.27226541426822,19.9111684613109,303.7018231328561
18,5.90361445783133,0.0,-5.06626811640578,-21.8358644398022,-292.1211755113844
19,6.12048192771084,0.0,5.97262582324666,18.94180745293696,281.20874965445114
20,6.33734939759036,0.0,-7.23693160635088,-17.66850731016583,-270.49287494409134
21,6.55421686746988,0.0,2.66821637516647,21.81798436496463,260.74022310280714
22,6.7710843373494,0.0,-7.62787401278393,-14.76943984655529,-251.25305539465705
23,6.98795180722892,0.0,5.19925825284305,18.08021363269644,241.8386011013881
24,7.20481927710843,0.0,-1.30930526773204,-20.53158652010345,-233.70317112650633
25,7.42168674698795,0.0,10.97253712296218,9.99960842096873,224.93210002496792
26,7.63855421686747,0.0,1.63774135078445,-22.8129405321083,-217.0304638622285
27,7.85542168674699,0.0,7.4678315415932,12.60767486895149,209.8288305289172
28,8.07228915662651,0.0,-6.65603071067734,-12.91722152359877,-201.5970934250126
29,8.28915662650602,0.0,-3.81698401280366,22.73472774168707,195.48134377069383
30,8.50602409638554,0.0,-15.61428188442041,-4.26361189342375,-187.9433773896446
31,8.72289156626506,0.0,-8.12906117379436,23.84244848507856,181.526301816174
32,8.93975903614458,0.0,-12.83040079199415,-8.26718355210391,-175.59108393040339
33,9.1566265060241,0.0,-0.21672952226437,14.37613892671998,168.5153697382454
34,9.37349397590361,0.0,-1.31271796623412,-17.1049981367609,-163.731326153723
35,9.59036144578313,0.0,11.01296441505262,6.91076818087358,156.78465834175012
36,9.80722891566265,0.0,8.25793429402736,-19.16879812196136,-152.1733086038035
37,10.02409638554217,0.0,16.88319962443337,7.93750608288394,146.0463866966861
38,10.24096385542169,0.0,11.298922426971,-14.2399287145915,-141.17124845425445
39,10.4578313253012,0.0,17.00016623559422,12.83907419213701,135.89564319632433
40,10.67469879518072,0.0,10.32272565343874,-8.97378016988754,-130.87723120931543
41,10.89156626506024,0.0,15.02122368388385,15.5682966469719,126.1700003020563
42,11.10843373493976,0.0,8.68528544254831,-7.16267587436084,-121.22632043978012
43,11.32530120481928,0.0,13.21904354052087,14.95060727648577,116.86729293156014
44,11.5421686746988,0.0,7.46443174959553,-7.90799371096949,-112.10058344770002
45,11.75903614457832,0.0,11.7755456526606,12.97392710990592,107.98807218684514
46,11.97590361445783,0.0,6.38972028589713,-9.0396316149669,-103.42427128761133
47,12.19277108433735,0.0,10.33359293423865,11.37003701486034,99.50246330515584
48,12.40963855421687,0.0,5.2317149271635,-9.49878999312484,-95.1513756590788
49,12.62650602409638,0.0,8.84603853360956,10.54863348741186,91.37678277002614
50,12.8433734939759,0.0,4.08861679254625,-9.33326502385628,-87.24046228112653
51,13.06024096385542,0.0,7.4765811291981,10.20936768275523,83.58548480061165
52,13.27710843373494,0.0,3.12266044138868,-8.91291670117691,-79.6520806682983
53,13.49397590361446,0.0,6.34085623175037,10.01389750878683,76.10621628990762
54,13.71084337349398,0.0,2.39150918667499,-8.48902568591221,-72.35370296851382
55,13.9277108433735,0.0,5.44265300613028,9.7967239723756,68.91551005452035
56,14.14457831325301,0.0,1.86331140144897,-8.15080314778872,-65.32028631292366
57,14.36144578313253,0.0,4.7297326848395,9.51575347606093,61.98946586541074
58,14.57831325301205,0.0,1.48122961737469,-7.9078925936273,-58.53159432052144
59,14.79518072289157,0.0,4.14770641334524,9.17305367431471,55.30579645362899
60,15.01204819277108,0.0,1.1994135332536,-7.75031995233154,-51.96988706679463
61,15.2289156626506,0.0,3.65880373958521,8.77656141151236,48.84481215329167
62,15.44578313253012,0.0,0.9890433898982,-7.66911565193608,-45.61897515434391
63,15.66265060240964,0.0,3.24025950440961,8.33114877556075,42.58937528363444
64,15.87951807228916,0.0,0.83320490393048,-7.65859802418182,-39.46405730291664
65,16.09638554216868,0.0,2.87833928142268,7.83930619943185,36.5245178011969
66,16.31325301204819,0.0,0.72148413371783,-7.71467044617249,-33.49175478533908
67,16.53012048192771,0.0,2.56401046771411,7.30274139029255,30.6371148310885
68,16.74698795180723,0.0,0.64674906387132,-7.83351407973104,-27.69013801061409
69,16.96385542168674,0.0,2.29064011647562,6.72317353554383,24.91570593752068
70,17.18072289156626,0.0,0.6035244140051,-8.01098917586506,-22.04875660310853
71,17.39759036144578,0.0,2.05284804640921,6.10253389110624,19.35046810364336
72,17.6144578313253,0.0,0.58713653305463,-8.2423547237933,-16.5587524386758
73,17.83132530120482,0.0,1.8458823730793,5.44282914352358,13.93338654252856
74,18.04819277108434,0.0,0.59313636823538,-8.52202509086527,-11.2131916962891
75,18.26506024096386,0.0,1.66520027524495,4.74565802099228,8.65881162582782
76,18.48192771084337,0.0,0.61659871277035,-8.84311212647586,-6.00793735272423
77,18.69879518072289,0.0,1.50602678811716,4.01101797290324,3.52501707812662
78,18.91566265060241,0.0,0.65017230098246,-9.19620272161343,-0.94406964799915
79,19.13253012048193,0.0,1.36241197521566,3.2340399298632,-1.46087076871077
80,19.34939759036144,0.0,0.67339410009334,-9.56601752930251,3.96400680843586
81,19.56626506024096,0.0,1.22377425684027,2.39358800145951,-6.26123920588619
82,19.78313253012048,0.0,0.49076307362199,-9.94898319227094,8.64887334886375
83,20.0,0.0,18.71679668421142,7.28234205110747,-10.57684555642845
84,1.99991045933049,0.01892497451846,199.4931754030976,106.54097629885128,3.04458571920986
85,2.21677900801325,0.02014855226777,-13.70695460769318,-42.0833921184194,0.14634887657451
86,2.43364755669602,0.02137213001708,12.87386942568779,39.65010860390444,-0.13919336801195
87,2.65051610537878,0.02259570776638,-12.11552832137534,-37.44660354092088,0.13176046959933
88,2.86738465406155,0.02381928551569,11.45103893524408,35.47482844089314,-0.12555913375741
89,3.08425320274431,0.02504286326499,-10.82482133288865,-33.70102004602344,0.11957242106809
90,3.30112175142708,0.0262664410143,10.29342051308955,32.09793920387656,-0.11631044488475
91,3.51799030010984,0.0274900187636,-9.76494678911195,-30.64674372506334,0.11168544658511
92,3.73485884879261,0.02871359651291,9.28380532838776,29.2833836961305,-0.09906373630069
93,3.95172739747537,0.02993717426222,-8.89883754129263,-28.00216121497815,0.10327804547343
94,4.16859594615814,0.03116075201152,8.50916193072208,26.96278214947751,-0.11442196192667
95,4.3854644948409,0.03238432976083,-7.99026796463883,-25.97082743197676,0.07235428725342
96,4.60233304352367,0.03360790751013,7.85227740133263,24.67324736435104,-0.07882140748787
97,4.81920159220643,0.03483148525944,-7.5655906676441,-24.02140237035586,0.15227448209228
98,5.0360701408892,0.03605506300874,6.77325484071641,23.5619798947995,-0.0265765081965
99,5.25293868957196,0.03727864075805,-7.15681049331266,-21.73468717013182,0.03760170084885
100,5.46980723825473,0.03850221850736,6.84259401026593,21.6796080204864,-0.25340226269886
101,5.6866757869375,0.03972579625666,-5.39733640053718,-21.93570730074775,-0.09344992248978
102,5.90354433562026,0.04094937400597,7.17033768435854,18.66106428960062,-0.03470042423602
103,6.12041288430302,0.04217295175527,-5.76781280695273,-20.39697713156732,0.41806799374548
104,6.33728143298579,0.04339652950458,4.08860548129184,20.47020510920238,0.40168528965081
105,6.55414998166856,0.04462010725388,-8.3109312234286,-15.17122427434752,0.29672625601404
106,6.77101853035132,0.04584368500319,2.85571371011177,21.31366187199082,-0.39642738759556
107,6.98788707903409,0.0470672627525,-5.01752229634969,-16.87870660808591,-0.79361735369497
108,7.20475562771685,0.0482908405018,8.54407125637908,13.52850470633768,-1.04058397335955
109,7.42162417639962,0.04951441825111,1.56620464126078,-23.2858209740283,-0.43888137332146
110,7.63849272508238,0.05073799600041,10.92994599283976,9.39129913451592,0.3275986480545
111,7.85536127376515,0.05196157374972,-1.30473507089184,-19.02445058808883,1.32750496403214
112,8.07222982244791,0.05318515149903,1.93636837155785,17.82622331495479,1.6337465641694
113,8.28909837113068,0.05440872924833,-12.1719120655539,-7.20219755286796,1.50661435316196
114,8.50596691981344,0.05563230699764,-7.73651509844405,25.1996849055194,0.58029707390615
