,0,1,2
0,0.02059020305600672,0.006863401018668907,0.017160606842107483
1,0.06685575769479621,0.05319258204948461,0.061280613086662473
2,0.1148366060378736,0.08893409218695236,0.10355908843471408
3,0.1422594166691461,0.10638742841477178,0.1255469738306534
4,0.14273552716130272,0.09963446892563241,0.12113361218002795
5,0.11669429687860067,0.029820768670573372,0.04541320949793715
6,0.07304167637156768,0.024347225457189224,0.046623966609986356
7,0.09343676047817627,0.030767833370553367,0.05944164950424375
8,0.09904757670997144,0.057622581884474666,0.08039124019781953
9,0.0942799388587405,0.08117707308254776,0.08945448099126303
10,0.0760363819008616,0.0878789191136391,0.08582322475390126
11,0.014692374627144567,0.09358324144212293,0.06529204307217286
12,0.08020738349153851,0.026735794497179506,0.03867320719777992
13,0.07263735851846706,0.007794887632415308,0.04695699410884208
14,0.051342800977174724,0.03199894382707799,0.053257408618257555
15,0.03839779448809379,0.05396403091033235,0.05435805485437684
16,0.01682971442894171,0.06917862535924418,0.06000663035930033
17,0.02311149749738295,0.13703572240624862,0.06332055551010642
18,0.03745647187031008,0.012485490623436693,0.01833351685121604
19,0.00286186757576975,-0.008511563847320002,0.02903748175882896
20,-0.019507538943179165,0.013764096766413575,0.019182989243600405
21,-0.02554323686042062,0.02958320101748097,0.020166388708473763
22,-0.029793336158894124,0.044974469567921616,0.03881984253487759
23,0.03044067718282939,0.16018703034321113,0.0606165713270066
24,-0.06652078957351829,-0.022173596524506095,-0.0024734339131612278
25,-0.1099219356672112,-0.011079130754610311,-0.006358256026165856
26,-0.10090921818539172,-0.0033260407192214347,-0.02199565100097401
27,-0.09402170703987173,0.004801436637007328,-0.015325092804037602
28,-0.06904587314117287,0.01399313560058774,0.005571365704208911
29,0.03423857962038657,0.1670228233616795,0.05760667714364232
30,-1.3590334779408997,-0.4530111593136332,0.14905733953721606
31,-0.22033651951853328,-0.04295633054385106,-0.054098253817225
32,-0.2093052446189294,-0.04486801274659569,-0.047739922915249096
33,-0.19614324542915007,-0.04812047435062361,-0.03702097814262829
34,-0.1546638206623312,-0.04876924024656493,-0.014332820444698417
35,-0.021610881562670783,0.11059732773394929,-0.061782717047613296
