,x,y,sigma_x_spr,sigma_y_spr,sigma_xy_spr
1266,10.57599992557892,5.00831142645215,1566.800395428408,-2834.847794120497,-5649.971388554056
1267,11.10241184197359,5.19377630431812,4434.354720775483,-3960.1866887533915,506.59632462640985
1268,11.62882375836826,5.37924118218408,680.5729388187243,148.06837638621835,2715.0683613343763
1269,12.15523567476294,5.56470606005004,-1573.4747511910361,1556.8018334237297,438.3004063147835
1270,12.68164759115761,5.75017093791601,-498.84403670397745,187.16170865097433,-823.5744022529271
1271,13.20805950755228,5.93563581578197,403.1404973115379,-408.4274060591045,-196.60143006103087
1272,13.73447142394696,6.12110069364794,132.03717005773214,-45.59045519752738,189.8184135373209
1273,14.26088334034163,6.3065655715139,-85.75534202712548,78.71644525636329,29.92782760045756
1274,14.78729525673631,6.49203044937986,-9.19603395279169,-1.27773577256414,-31.35909411828333
1275,15.31370717313098,6.67749532724582,14.8641914799215,-7.1127490686932,3.57350357063233
1276,15.84011908952566,6.86296020511179,-1.20690717381017,3.10400957790894,3.68607261865369
1277,16.36653100592033,7.04842508297775,0.91913131208609,1.05389839566232,0.27952150300382
1278,16.892942922315,7.23388996084372,1.30925909109013,0.98095793191109,1.18202986669231
1279,17.41935483870968,7.41935483870968,0.97661860529479,0.36017865445652,0.92916034610734
1280,1.05792802065392,1.6972885149895,-43.15878956814472,16.86255536978048,-31.63372581630102
1281,1.57531015526342,1.87146547236237,94.7390093272001,-45.90464821071293,-10.19735227743245
1282,2.09269228987292,2.04564242973524,25.27266312035748,15.68258851496063,180.42001912754495
1283,2.61007442448242,2.2198193871081,-470.44250265730824,287.1102733015263,-40.70201119915718
1284,3.12745655909192,2.39399634448097,102.86278614995872,-130.8118796887215,-700.2732105264138
1285,3.64483869370142,2.56817330185384,1399.5058447585354,-954.1968357558713,190.1711235577506
1286,4.16222082831092,2.7423502592267,-99.35767923032923,152.40722324384913,1884.8172263354786
1287,4.67960296292042,2.91652721659957,-3195.807667695258,2396.3196162497297,230.39872556583177
1288,5.19698509752991,3.09070417397244,-1297.1747004062065,908.4855538806061,-3800.7630106407605
1289,5.71436723213942,3.26488113134531,5061.25058808326,-4146.572767212942,-2663.1480913582695
1290,6.23174936674891,3.43905808871817,5447.9657400565075,-4306.220182194118,4740.216582385055
1291,6.74913150135841,3.61323504609104,-3807.953527102168,3660.722353274389,7355.775864195342
1292,7.26651363596791,3.78741200346391,-10101.504974749545,8609.686328593856,-1394.4219395486462
1293,7.78389577057741,3.96158896083678,-2606.848639437146,1233.2846255531485,-10038.194634465202
1294,8.30127790518691,4.13576591820964,9076.551406808878,-8768.416002822056,-5297.862663496508
1295,8.81866003979641,4.30994287558251,8579.779356019873,-6734.071755886506,6239.183488334856
1296,9.33604217440591,4.48411983295538,-2208.3095431988504,3554.396097056252,8309.999218021212
1297,9.8534243090154,4.65829679032825,-7619.267380447061,7007.37735186209,65.48526347016508
1298,10.3708064436249,4.83247374770111,-2615.1603342688077,1145.6147734683311,-5347.9873293761475
1299,10.8881885782344,5.00665070507398,3057.108303143813,-3468.7675982401815,-2464.8791833536816
1300,11.4055707128439,5.18082766244685,2525.39640349055,-1862.8235334042809,1642.1480067020352
1301,11.9229528474534,5.35500461981971,-438.75448927706026,877.2626437419502,1570.794080386696
1302,12.4403349820629,5.52918157719258,-1042.7163747945838,877.4386128962909,-190.80661145565648
1303,12.9577171166724,5.70335853456545,-62.60742166603089,-117.75523879498506,-519.0275472783401
1304,13.4750992512819,5.87753549193832,276.7022246732963,-233.84851107646452,-5.45573211339529
1305,13.9924813858914,6.05171244931118,27.35741830308834,20.96241976193206,115.6143049737454
1306,14.50986352050089,6.22588940668405,-52.6630988991396,40.2266487961215,-2.12187454165885
1307,15.02724565511039,6.40006636405692,3.66410036249226,-6.1464209511329,-15.2219887161056
1308,15.54462778971989,6.57424332142978,7.7241541414574,-1.61336029259735,4.48961560670071
1309,16.06200992432939,6.74842027880265,-0.92861691659018,2.18728252360026,1.75198123046018
1310,16.57939205893888,6.92259723617552,1.26255992773191,0.86053922721348,0.65575451735414
1311,17.09677419354839,7.09677419354839,0.51091227262905,0.40232051882147,0.59356709369421
1312,1.01459158036021,1.7235440014871,-46.22614065616661,17.80915746270826,-0.14842085555229
1313,1.52296583739334,1.88646818041936,80.0411588992103,-40.92065211281457,-24.5147772782031
1314,2.03134009442646,2.04939235935162,79.45068335016579,-16.34528351698963,159.00598045419028
1315,2.53971435145959,2.21231653828387,-411.28546290554766,261.1876003622448,59.71787006773216
1316,3.04808860849272,2.37524071721613,-135.26658791772857,25.77572939351648,-619.1833085144333
1317,3.55646286552584,2.53816489614839,1205.3831614940132,-835.8090030394229,-154.6699940120605
1318,4.06483712255897,2.70108907508065,523.6223656028311,-288.7405997629532,1554.4635505033548
1319,4.57321137959209,2.8640132540129,-2449.7580178712656,1840.983871093804,954.4268350248296
1320,5.08158563662522,3.02693743294516,-2248.0348986071695,1635.5428074531956,-2629.6645975397346
1321,5.58995989365834,3.18986161187742,2969.128299007235,-2451.780681780053,-3404.384855522703
1322,6.09833415069147,3.35278579080968,5728.481672092759,-4578.474130201815,2022.821013491408
1323,6.60670840772459,3.51570996974194,-146.47368031570332,483.22567558293247,6705.2064479542505
1324,7.11508266475772,3.6786341486742,-7881.438408652942,6873.722021136643,2306.868332873654
1325,7.62345692179084,3.84155832760645,-5951.615301360116,4522.18168724276,-6599.989722426206
1326,8.13183117882397,4.00448250653871,4101.2270631520805,-4504.701288731868,-7521.989914817675
1327,8.64020543585709,4.16740668547097,8888.199818316143,-7744.471549195488,1100.3553975207963
1328,9.14857969289022,4.33033086440323,2730.1969814712565,-1173.0405640806728,7371.566298123347
1329,9.65695394992334,4.49325504333548,-5019.265297084193,5355.393245467978,3909.825119306385
1330,10.16532820695647,4.65617922226774,-4929.609182672453,3910.926231943304,-2691.9626604437594
1331,10.67370246398959,4.8191034012,236.24053659346407,-1176.6965281564374,-3784.44816290525
1332,11.18207672102272,4.98202758013226,2682.1878909242682,-2591.3262199185774,-414.223591457632
1333,11.69045097805584,5.14495175906452,1049.9306053807366,-499.9651029422728,1537.2346818264045
1334,12.19882523508897,5.30787593799677,-677.9152381505639,843.2136475850782,695.4295259801687
1335,12.7071994921221,5.47080011692903,-555.6416737356163,384.14961775168626,-324.58898583470614
