,x,y,sigma_x_dc,sigma_y_dc,sigma_xy_dc
0,0.0,0.0,0.03062726584949,0.0102090886165,0.0255933306331
1,0.90566037735849,0.83018867924528,0.03315515549305,0.02860941712025,0.02899335158003
2,1.81132075471698,1.66037735849057,0.04061109828392,0.03055294208658,0.03624781200657
3,2.71698113207547,2.49056603773585,0.04297792526796,0.03495317406301,0.03890958643296
4,3.62264150943396,3.32075471698113,0.04567996679596,0.03753761362927,0.0419034921883
5,4.52830188679245,4.15094339622642,0.04797220746592,0.03811903829509,0.04441498689365
6,5.43396226415094,4.9811320754717,0.0504563706868,0.04299552908421,0.04671759691374
7,6.33962264150943,5.81132075471698,0.05363555883269,0.04148562118935,0.0498529672888
8,7.24528301886792,6.64150943396226,0.05650738139453,0.04902626318479,0.05211784589977
9,8.15094339622642,7.47169811320755,0.06075743686815,0.04579191391916,0.05607246183605
10,9.0566037735849,8.30188679245283,0.06397813643138,0.05607810057102,0.05843363320017
11,9.9622641509434,9.13207547169811,0.06926898142642,0.05109334127546,0.06317109590548
12,10.86792452830189,9.9622641509434,0.07257996745295,0.0640822026956,0.06558431877657
13,11.77358490566038,10.79245283018868,0.07882524549438,0.05718268888472,0.07096014868666
14,12.67924528301887,11.62264150943396,0.08187305346219,0.07276948094195,0.07331329729029
15,13.58490566037736,12.45283018867924,0.08898625314257,0.06374469891449,0.07913103581561
16,14.49056603773585,13.28301886792453,0.09137528492606,0.08179367292011,0.08129158902699
17,15.39622641509434,14.11320754716981,0.09929388925226,0.07042759048747,0.08733403368749
18,16.30188679245283,14.9433962264151,0.10061695468058,0.09079217548919,0.08917446425558
19,17.20754716981132,15.77358490566038,0.10931622628585,0.07688497595431,0.09522516594535
20,18.11320754716981,16.60377358490566,0.10917753656694,0.09942467718658,0.09663958021902
21,19.0188679245283,17.43396226415094,0.11868068426096,0.08280662243464,0.10249991924743
22,19.92452830188679,18.26415094339623,0.11671504615827,0.1074025969656,0.1034160352211
23,20.83018867924528,19.09433962264151,0.12710043311482,0.08794300108678,0.10891878575828
24,21.73584905660378,19.9245283018868,0.12298806639888,0.11451156563578,0.10930538357307
25,22.64150943396226,20.75471698113208,0.13439147152162,0.09212234339704,0.11432369812146
26,23.54716981132076,21.58490566037736,0.12786646846436,0.12062461396045,0.11419219311019
27,24.45283018867924,22.41509433962264,0.14047595667568,0.09525671879069,0.11864266652003
28,25.35849056603774,23.24528301886792,0.13132706305043,0.12570302698396,0.11804165005097
29,26.26415094339623,24.07547169811321,0.14536921097495,0.09733458580985,0.12188118456084
30,27.16981132075472,24.90566037735849,0.13343368482371,0.12978399007306,0.1208840226636
31,28.07547169811321,25.73584905660378,0.14915183732988,0.09840029369967,0.12410195420008
32,28.9811320754717,26.56603773584906,0.13430559667001,0.13295767850809,0.12278891125328
33,29.88679245283019,27.39622641509434,0.15193219282069,0.09852428059669,0.12539738273098
34,30.79245283018868,28.22641509433962,0.13408121282077,0.13533931818545,0.1238342794915
35,31.69811320754717,29.0566037735849,0.15380586882169,0.09776926491691,0.12586050135891
36,32.60377358490566,29.88679245283019,0.13288439808486,0.13704245204503,0.12407504442183
37,33.50943396226416,30.71698113207548,0.15481685482497,0.09615653165765,0.12555884261947
