,X,Y
0,2.6081871203528264,0.2800790317641122
1,3.8629908002520192,0.4500564512600802
2,5.117794480151211,0.6200338707560481
3,6.372598160050404,0.790011290252016
4,2.5415817113002026,0.8336770350835657
5,3.815415508071573,1.3454835964882612
6,5.0892493048429435,1.8572901578929568
7,6.363083101614315,2.3690967192976524
8,2.4109305017121025,1.3678469572116054
9,3.7220932155086444,2.2270335408654325
10,5.033255929305186,3.086220124519259
11,6.344418643101729,3.9454067081730866
12,2.2212543443029564,1.870467387430381
13,3.586610245930683,3.0860481338788435
14,4.9519661475584105,4.301628880327306
15,6.317322049186136,5.517209626775768
16,1.9798423874303812,2.111879344302956
17,3.4141731338788435,3.258485245930683
18,4.848503880327306,4.4050911475584105
19,6.282834626775768,5.551697049186137
20,1.6959719572116057,2.082805501712103
21,3.211408540865433,2.737718215508645
22,4.72684512451926,3.392630929305187
23,6.242281708173087,4.047543643101729
24,1.3805520350835658,1.9947067113002024
25,2.986108596488261,2.174790508071573
26,4.591665157892957,2.3548743048429444
27,6.197221719297652,2.534958101614315
28,1.0457040317641124,1.8425621203528266
29,2.74693145126008,1.566115800252019
30,4.448158870756048,1.2896694801512114
31,6.149386290252016,1.0132231600504038
